Load,Vehicle,Carrier,Net Revenue,Gross revenue,Actual Delivery Date,Carrier Assigned By
265421,403598,VG AUTO INC,100,700,4/24/2026 16:31,Illia Kovanko
265421,403602,VG AUTO INC,100,700,4/24/2026 16:31,Illia Kovanko
265421,403604,VG AUTO INC,100,700,4/24/2026 16:31,Illia Kovanko
265421,403619,VG AUTO INC,100,700,4/24/2026 16:31,Illia Kovanko
266614,405891,APRIL & RUDY'S TRANSPORT LLC,165,300,4/24/2026 16:33,Rodrigo Herrera
266614,405892,APRIL & RUDY'S TRANSPORT LLC,165,300,4/24/2026 16:33,Rodrigo Herrera
263971,399996,RT SUPREME TRANSPORTATION LLC,-65,85,4/24/2026 16:46,Ryan Glover
265583,403773,GUERRERO 1 LOGISTICS INC,15,70,4/24/2026 16:53,Liza Kolodii
265583,403809,GUERRERO 1 LOGISTICS INC,135,225,4/24/2026 16:53,Liza Kolodii
265580,403755,GUERRERO 1 LOGISTICS INC,15,70,4/24/2026 16:54,Liza Kolodii
265580,403802,GUERRERO 1 LOGISTICS INC,15,70,4/24/2026 16:54,Liza Kolodii
265580,403805,GUERRERO 1 LOGISTICS INC,15,70,4/24/2026 16:54,Liza Kolodii
264662,402256,GNP LOGISTICS LLC,5,130,4/24/2026 16:59,Rodrigo Herrera
264662,402259,GNP LOGISTICS LLC,5,130,4/24/2026 16:59,Rodrigo Herrera
264662,402260,GNP LOGISTICS LLC,5,130,4/24/2026 16:59,Rodrigo Herrera
264662,402262,GNP LOGISTICS LLC,5,130,4/24/2026 16:59,Rodrigo Herrera
264662,402266,GNP LOGISTICS LLC,5,130,4/24/2026 16:59,Rodrigo Herrera
264662,402482,GNP LOGISTICS LLC,5,130,4/24/2026 16:59,Rodrigo Herrera
264473,401808,FAIR WHOLESALE LLC,15,235,4/24/2026 17:01,Ryan Glover
263776,400639,FAIR WHOLESALE LLC,-65,185,4/24/2026 17:01,Ryan Glover
265694,403998,E&M TRANSPORT GA LLC,40,190,4/24/2026 17:03,Tyson Artis
265694,404003,E&M TRANSPORT GA LLC,40,190,4/24/2026 17:03,Tyson Artis
265211,389706,OB STAR TRUCKING LLC,-170,330,4/24/2026 17:06,Illia Kovanko
264773,399634,LG EXPRESS INC,200,350,4/24/2026 17:14,Liza Kolodii
264773,402532,LG EXPRESS INC,90,190,4/24/2026 17:14,Liza Kolodii
264773,402559,LG EXPRESS INC,90,190,4/24/2026 17:14,Liza Kolodii
265834,404153,CAROLINA LOGISTICS INC.,28.57,671.43,4/24/2026 17:17,Illia Kovanko
265834,404154,CAROLINA LOGISTICS INC.,28.57,671.43,4/24/2026 17:17,Illia Kovanko
265834,404155,CAROLINA LOGISTICS INC.,28.57,671.43,4/24/2026 17:17,Illia Kovanko
265834,404156,CAROLINA LOGISTICS INC.,28.57,671.43,4/24/2026 17:17,Illia Kovanko
265834,404157,CAROLINA LOGISTICS INC.,28.57,671.43,4/24/2026 17:17,Illia Kovanko
265834,404158,CAROLINA LOGISTICS INC.,28.58,671.43,4/24/2026 17:17,Illia Kovanko
265834,404159,CAROLINA LOGISTICS INC.,28.57,671.42,4/24/2026 17:17,Illia Kovanko
264982,402362,IC ONE TRANSPORT INC,-140,410,4/24/2026 17:17,Illia Kovanko
266556,405572,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:21,Rodrigo Herrera
266556,405620,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:21,Rodrigo Herrera
266560,405574,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:22,Rodrigo Herrera
266560,405617,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:22,Rodrigo Herrera
265261,394464,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
265261,403154,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
265261,403162,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
265261,403767,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
265261,403803,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
265261,403815,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
265261,404052,MAV TRANSPORTATION LLC,20,85,4/24/2026 17:23,Liza Kolodii
266551,405567,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:24,Rodrigo Herrera
266551,405627,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:24,Rodrigo Herrera
266554,405570,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:25,Rodrigo Herrera
266554,405621,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:25,Rodrigo Herrera
266558,405573,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:26,Rodrigo Herrera
266558,405619,OSCAR ANTONIO ABRIGO,15,75,4/24/2026 17:26,Rodrigo Herrera
263482,400050,FREEMAN LOGISTICAL SERVICES LLC,47,247,4/24/2026 17:51,Tyson Artis
263482,400494,FREEMAN LOGISTICAL SERVICES LLC,100,300,4/24/2026 17:51,Tyson Artis
263482,400555,FREEMAN LOGISTICAL SERVICES LLC,47,247,4/24/2026 17:51,Tyson Artis
266422,405545,SG3 SERVICE INC,15,75,4/24/2026 17:53,Rodrigo Herrera
266422,405589,SG3 SERVICE INC,15,75,4/24/2026 17:53,Rodrigo Herrera
266422,405635,SG3 SERVICE INC,15,75,4/24/2026 17:53,Rodrigo Herrera
265309,401644,SMTE LLC,20,100,4/24/2026 18:02,Tyson Artis
265309,402730,SMTE LLC,20,100,4/24/2026 18:02,Tyson Artis
265309,402735,SMTE LLC,20,100,4/24/2026 18:02,Tyson Artis
265309,403284,SMTE LLC,20,100,4/24/2026 18:02,Tyson Artis
264192,401462,FREEMAN LOGISTICAL SERVICES LLC,20,425,4/24/2026 18:11,Tyson Artis
264884,402395,GLOBEKS CORP,-80,620,4/24/2026 18:16,Illia Kovanko
264884,402400,GLOBEKS CORP,-10,690,4/24/2026 18:16,Illia Kovanko
265928,404544,BRANDIWINE TRUCKING LLC,50,550,4/24/2026 18:17,Ryan Glover
265907,404526,ELEMENT TRANSPORTATION INC,250,575,4/24/2026 18:30,Illia Kovanko
264861,402327,VVS GROUP INC,-140,690,4/24/2026 18:37,Illia Kovanko
265740,404223,PRONTO TRUCKING LOGISTICS LLC,75,275,4/24/2026 18:42,Rodrigo Herrera
265740,404224,PRONTO TRUCKING LOGISTICS LLC,75,275,4/24/2026 18:42,Rodrigo Herrera
260946,395365,V&S GROUP LLC,-150,375,4/24/2026 18:46,Illia Kovanko
260994,395593,DTM AUTO GROUP LLC,-799,1,4/24/2026 18:47,Illia Kovanko
260994,399825,DTM AUTO GROUP LLC,1,1,4/24/2026 18:47,Illia Kovanko
266167,405115,LANE TO LANE TRANSPORTATION LLC,22.24,100,4/24/2026 18:48,Tyson Artis
266167,405116,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405117,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405118,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405119,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405120,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405121,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405122,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266167,405123,LANE TO LANE TRANSPORTATION LLC,22.22,100,4/24/2026 18:48,Tyson Artis
266180,405126,LANE TO LANE TRANSPORTATION LLC,22.66,100,4/24/2026 18:49,Tyson Artis
266180,405130,LANE TO LANE TRANSPORTATION LLC,22.67,100,4/24/2026 18:49,Tyson Artis
266180,405138,LANE TO LANE TRANSPORTATION LLC,22.67,100,4/24/2026 18:49,Tyson Artis
261209,396024,LG EXPRESS INC,-15,185,4/24/2026 19:08,Liza Kolodii
266773,406137,MNW AUTO HAULING-TRANSPORT LLC,25,225,4/24/2026 19:08,Liza Kolodii
266404,405553,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:30,Rodrigo Herrera
266404,405579,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:30,Rodrigo Herrera
266404,405640,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:30,Rodrigo Herrera
266423,405564,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:30,Rodrigo Herrera
266423,405591,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:30,Rodrigo Herrera
266423,405631,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:30,Rodrigo Herrera
266435,405559,TWO STREET TRUCKING LLC,15,100,4/24/2026 19:33,Rodrigo Herrera
266435,405612,TWO STREET TRUCKING LLC,15,100,4/24/2026 19:33,Rodrigo Herrera
266435,405616,TWO STREET TRUCKING LLC,15,100,4/24/2026 19:33,Rodrigo Herrera
266435,405618,TWO STREET TRUCKING LLC,15,100,4/24/2026 19:33,Rodrigo Herrera
266435,405624,TWO STREET TRUCKING LLC,15,100,4/24/2026 19:33,Rodrigo Herrera
266435,405642,TWO STREET TRUCKING LLC,15,100,4/24/2026 19:33,Rodrigo Herrera
266402,405551,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:33,Rodrigo Herrera
266402,405578,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:33,Rodrigo Herrera
266402,405643,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:33,Rodrigo Herrera
266426,405565,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:33,Rodrigo Herrera
266426,405628,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:33,Rodrigo Herrera
266401,405552,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:37,Rodrigo Herrera
266401,405577,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:37,Rodrigo Herrera
266401,405644,G&J ADMINISTRATION LLC,20,75,4/24/2026 19:37,Rodrigo Herrera
265264,403381,ALIEN CORPORATION,250,750,4/24/2026 19:39,Illia Kovanko
265264,403382,ALIEN CORPORATION,150,650,4/24/2026 19:39,Illia Kovanko
265704,404122,CRC TRANSPORT LLC,250,1100,4/24/2026 19:51,Illia Kovanko
265704,404123,CRC TRANSPORT LLC,250,1100,4/24/2026 19:51,Illia Kovanko
265704,404126,CRC TRANSPORT LLC,250,1100,4/24/2026 19:51,Illia Kovanko
265704,404127,CRC TRANSPORT LLC,250,1100,4/24/2026 19:51,Illia Kovanko
265226,393826,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,393831,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,396015,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,396017,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,404285,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,404287,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,404292,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,404294,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
265226,404297,PERFORMANCE TRANSPORT LLC,-15,85,4/24/2026 19:52,Rodrigo Herrera
266334,405461,Z BROTHERS EXPEDITED LLC,18.58,190,4/24/2026 20:06,Liza Kolodii
266334,405464,Z BROTHERS EXPEDITED LLC,18.57,190,4/24/2026 20:06,Liza Kolodii
266334,405465,Z BROTHERS EXPEDITED LLC,18.57,190,4/24/2026 20:06,Liza Kolodii
266334,405466,Z BROTHERS EXPEDITED LLC,18.57,190,4/24/2026 20:06,Liza Kolodii
266334,405467,Z BROTHERS EXPEDITED LLC,18.57,190,4/24/2026 20:06,Liza Kolodii
266334,405468,Z BROTHERS EXPEDITED LLC,18.57,190,4/24/2026 20:06,Liza Kolodii
266334,405471,Z BROTHERS EXPEDITED LLC,18.57,190,4/24/2026 20:06,Liza Kolodii
266502,405521,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405522,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405526,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405549,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405555,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405581,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405582,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405585,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
266502,405596,CTX AUTO TRANSPORT LLC,15,100,4/24/2026 20:39,Rodrigo Herrera
263640,400433,DT TRANSPORTATION LLC,45,325,4/24/2026 21:23,Liza Kolodii
262078,397768,JET HAUL LLC,-185,265,4/24/2026 21:30,Illia Kovanko
262078,397770,JET HAUL LLC,-185,265,4/24/2026 21:30,Illia Kovanko
262078,397771,JET HAUL LLC,-185,265,4/24/2026 21:30,Illia Kovanko
266678,401328,GLOBEKS CORP,75,475,4/24/2026 21:53,Illia Kovanko
262767,398804,CRC TRANSPORT LLC,150,900,4/24/2026 21:56,Illia Kovanko
262767,398806,CRC TRANSPORT LLC,100,850,4/24/2026 21:56,Illia Kovanko
265097,402662,VITAL SHIPPING LLC,-39,450,4/24/2026 22:38,Illia Kovanko
263772,400640,AVT LOGISTICS LLC,-250,1450,4/24/2026 23:28,Illia Kovanko
265234,401175,LADA TRANS INC,100,550,4/24/2026 23:36,Liza Kolodii
264651,402316,ALMACAR LLC,-50,445,4/24/2026 23:48,Illia Kovanko
263084,399540,FARIE INTERNATIONAL LLC,-65,135,4/25/2026 00:40,Tyson Artis
263084,399542,FARIE INTERNATIONAL LLC,-65,135,4/25/2026 00:40,Tyson Artis
260735,394994,GLOBEX TRANS INC,-325,600,4/25/2026 01:02,Illia Kovanko
265922,404534,GLOBEX TRANS INC,200,750,4/25/2026 04:16,Illia Kovanko
263160,399641,CLEVELAND AUTO TRANSPORT LLC,-100,400,4/25/2026 07:45,Illia Kovanko
263160,399946,CLEVELAND AUTO TRANSPORT LLC,50,550,4/25/2026 07:45,Illia Kovanko
263160,401862,CLEVELAND AUTO TRANSPORT LLC,150,650,4/25/2026 07:45,Illia Kovanko
263107,399198,DELTA EXPRESS INC,-45,355,4/25/2026 07:50,Liza Kolodii
263107,399208,DELTA EXPRESS INC,-45,355,4/25/2026 07:50,Liza Kolodii
264205,401463,OB STAR TRUCKING LLC,55,450,4/25/2026 07:54,Illia Kovanko
264530,401939,Z BROTHERS EXPEDITED LLC,14.42,643,4/25/2026 08:05,Illia Kovanko
264530,401947,Z BROTHERS EXPEDITED LLC,14.43,643,4/25/2026 08:05,Illia Kovanko
264530,401948,Z BROTHERS EXPEDITED LLC,14.43,643,4/25/2026 08:05,Illia Kovanko
264530,401949,Z BROTHERS EXPEDITED LLC,14.43,643,4/25/2026 08:05,Illia Kovanko
264530,401950,Z BROTHERS EXPEDITED LLC,14.43,643,4/25/2026 08:05,Illia Kovanko
264530,401951,Z BROTHERS EXPEDITED LLC,14.43,643,4/25/2026 08:05,Illia Kovanko
264530,401952,Z BROTHERS EXPEDITED LLC,14.43,643,4/25/2026 08:05,Illia Kovanko
265020,402798,ERS TRANSPORTATION INC,20,570,4/25/2026 08:34,Illia Kovanko
265805,404275,CHS AUTO TRANSPORT INC,25,500,4/25/2026 08:39,Rodrigo Herrera
264542,401934,Z BROTHERS EXPEDITED LLC,16.65,750,4/25/2026 08:43,Illia Kovanko
264542,401941,Z BROTHERS EXPEDITED LLC,16.67,750,4/25/2026 08:43,Illia Kovanko
264542,401942,Z BROTHERS EXPEDITED LLC,16.67,750,4/25/2026 08:43,Illia Kovanko
264542,401943,Z BROTHERS EXPEDITED LLC,16.67,750,4/25/2026 08:43,Illia Kovanko
264542,401944,Z BROTHERS EXPEDITED LLC,16.67,750,4/25/2026 08:43,Illia Kovanko
264542,401945,Z BROTHERS EXPEDITED LLC,16.67,750,4/25/2026 08:43,Illia Kovanko
265802,404258,MP TEAM INC,75,450,4/25/2026 08:50,Liza Kolodii
265802,404259,MP TEAM INC,75,450,4/25/2026 08:50,Liza Kolodii
266753,405806,XPEL ONE INC,100,450,4/25/2026 08:52,Illia Kovanko
267094,406648,ELITE AUTO EXPRESS LLC,15,265,4/25/2026 09:13,Liza Kolodii
265919,404532,IMAN FREIGHT LLC,-75,750,4/25/2026 09:21,Illia Kovanko
264735,402177,AMERICAN TRANSPORT LOGISTICS LLC,-50,650,4/25/2026 09:28,Illia Kovanko
266290,405389,GQ LINE LLC,100,725,4/25/2026 09:31,Illia Kovanko
264398,401697,RT SUPREME TRANSPORTATION LLC,15,340,4/25/2026 09:42,Ryan Glover
264449,401780,TRIPLE T TRUCKING INC,-465.66,1,4/25/2026 09:58,Liza Kolodii
264449,401781,TRIPLE T TRUCKING INC,-465.67,1,4/25/2026 09:58,Liza Kolodii
264449,401793,TRIPLE T TRUCKING INC,-465.67,1,4/25/2026 09:58,Liza Kolodii
264509,401880,VEROVITA,-160,290,4/25/2026 10:03,Illia Kovanko
264509,401881,VEROVITA,-160,290,4/25/2026 10:03,Illia Kovanko
264509,401888,VEROVITA,-160,290,4/25/2026 10:03,Illia Kovanko
263504,400156,AVT LOGISTICS LLC,-145,655,4/25/2026 10:14,Illia Kovanko
263716,400539,RT SUPREME TRANSPORTATION LLC,-35,290,4/25/2026 10:16,Ryan Glover
261487,396511,AMERICAN TRANSPORT LOGISTICS LLC,-125,400,4/25/2026 10:19,Illia Kovanko
261487,399239,AMERICAN TRANSPORT LOGISTICS LLC,-125,350,4/25/2026 10:19,Illia Kovanko
264068,401185,DV PANAMERICA LLC,20,420,4/25/2026 10:44,Illia Kovanko
264028,401090,KHAN TRANS INC,310,1810,4/25/2026 10:48,Tyson Artis
264367,401663,AMERICAN LOGISTICS PRIME LINE INC,260,810,4/25/2026 10:49,Liza Kolodii
264810,402301,GQ LINE LLC,50,550,4/25/2026 10:57,Illia Kovanko
264243,401446,OB STAR TRUCKING LLC,0,600,4/25/2026 11:23,Illia Kovanko
266889,406287,DTM AUTO GROUP LLC,225,650,4/25/2026 11:49,Illia Kovanko
264140,401330,KN6 TRANSPORT LLC,20,345,4/25/2026 11:52,Illia Kovanko
264140,401713,KN6 TRANSPORT LLC,35,360,4/25/2026 11:52,Illia Kovanko
265683,404037,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
265683,404039,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
265683,404042,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
265683,404043,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
265683,404044,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
265683,404045,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
265683,404108,MAV TRANSPORTATION LLC,20,85,4/25/2026 11:55,Liza Kolodii
266352,405534,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405538,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405540,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405546,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405554,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405558,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405566,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405633,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
266352,405634,AUTO LOGISTIC TRANSPORT,50,180,4/25/2026 11:59,Rodrigo Herrera
261783,397225,GQ LINE LLC,-215,1385,4/25/2026 12:04,Illia Kovanko
265990,404654,WHITE FLAG TRANSPORT LLC,110,560,4/25/2026 12:10,Illia Kovanko
264201,401121,LEGACY ONE TRANSPORT LLC,55,905,4/25/2026 12:21,Tyson Artis
266783,406270,FALCON 8 LLC,-100,325,4/25/2026 12:35,Liza Kolodii
266704,404352,D&A ALL TRANSPORT LLC,25,500,4/25/2026 12:45,Illia Kovanko
264613,402120,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
264613,402121,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
264613,402122,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
264613,402123,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
264613,402124,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
264613,402125,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
264613,402126,NORTH DADE AUTO TRANSPORT INC,11,611,4/25/2026 12:49,Liza Kolodii
263281,398766,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:58,Illia Kovanko
263281,398767,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:58,Illia Kovanko
263281,398768,KAUNAS TRUCKING INC,-167,433,4/25/2026 12:58,Illia Kovanko
263281,398788,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:58,Illia Kovanko
263281,398789,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:58,Illia Kovanko
263281,398790,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:58,Illia Kovanko
263281,398791,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:58,Illia Kovanko
266789,398758,KAUNAS TRUCKING INC,-137,463,4/25/2026 12:59,Illia Kovanko
258948,392036,K&W EXPRESS INC,100,700,4/25/2026 13:04,Liza Kolodii
266409,405706,MP TEAM INC,-10,390,4/25/2026 13:05,Liza Kolodii
266409,405707,MP TEAM INC,-10,390,4/25/2026 13:05,Liza Kolodii
266638,405858,WALKER'S EXPRESS TRANSPORT LLC,15,215,4/25/2026 13:20,Ryan Glover
266638,405859,WALKER'S EXPRESS TRANSPORT LLC,15,215,4/25/2026 13:20,Ryan Glover
262342,398150,QUICKMOVE LLC,1,1,4/25/2026 13:33,Illia Kovanko
263505,400167,HIGH END TRUCKING LLC,-140,335,4/25/2026 13:34,Rodrigo Herrera
265991,404564,AMERICAN TRANSPORT LOGISTICS LLC,-10,540,4/25/2026 13:36,Liza Kolodii
266838,406037,J MACK'S TRUCKING LLC,25,95,4/25/2026 14:01,Liza Kolodii
266838,406041,J MACK'S TRUCKING LLC,25,95,4/25/2026 14:01,Liza Kolodii
266838,406064,J MACK'S TRUCKING LLC,25,95,4/25/2026 14:01,Liza Kolodii
266838,406070,J MACK'S TRUCKING LLC,25,95,4/25/2026 14:01,Liza Kolodii
261846,395109,AGR CARGO LLC,-125,750,4/25/2026 14:02,Illia Kovanko
267080,406725,ARM WAY TRANS,75,550,4/25/2026 14:13,Illia Kovanko
267080,406733,ARM WAY TRANS,75,550,4/25/2026 14:13,Illia Kovanko
265853,404335,OB STAR TRUCKING LLC,470,1170,4/25/2026 14:24,Illia Kovanko
266907,406411,MC TRANSPORTATION LLC,90,715,4/25/2026 14:28,Liza Kolodii
266907,406417,MC TRANSPORTATION LLC,120,745,4/25/2026 14:28,Liza Kolodii
266373,405324,GLOBEKS CORP,75,650,4/25/2026 15:05,Illia Kovanko
264700,401830,MAV TRANSPORTATION LLC,20,85,4/25/2026 15:09,Liza Kolodii
264700,401833,MAV TRANSPORTATION LLC,20,85,4/25/2026 15:09,Liza Kolodii
264700,401839,MAV TRANSPORTATION LLC,20,85,4/25/2026 15:09,Liza Kolodii
264700,401841,MAV TRANSPORTATION LLC,20,85,4/25/2026 15:09,Liza Kolodii
264700,401852,MAV TRANSPORTATION LLC,20,85,4/25/2026 15:09,Liza Kolodii
264700,401857,MAV TRANSPORTATION LLC,20,85,4/25/2026 15:09,Liza Kolodii
265698,399967,LADA TRANS INC,-35,240,4/25/2026 15:21,Liza Kolodii
265698,399970,LADA TRANS INC,-35,240,4/25/2026 15:21,Liza Kolodii
262705,398814,AMERICAN TRANSPORT LOGISTICS LLC,100,700,4/25/2026 15:36,Illia Kovanko
262705,398841,AMERICAN TRANSPORT LOGISTICS LLC,100,700,4/25/2026 15:36,Illia Kovanko
262705,399148,AMERICAN TRANSPORT LOGISTICS LLC,100,700,4/25/2026 15:36,Illia Kovanko
262705,399149,AMERICAN TRANSPORT LOGISTICS LLC,100,700,4/25/2026 15:36,Illia Kovanko
265879,403797,LG EXPRESS INC,50,120,4/25/2026 15:47,Liza Kolodii
265879,404074,LG EXPRESS INC,175,275,4/25/2026 15:47,Liza Kolodii
263769,400638,GB CARGO INC,410,1810,4/25/2026 15:48,Illia Kovanko
264521,401900,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
264521,401901,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
264521,401902,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
264521,401903,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
264521,401904,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
264521,401905,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
264521,401906,Z BROTHERS EXPEDITED LLC,-29,771,4/25/2026 15:52,Illia Kovanko
265863,404251,D & Y AUTO TRANSPORT INC,150,750,4/25/2026 16:01,Illia Kovanko
265863,404252,D & Y AUTO TRANSPORT INC,150,750,4/25/2026 16:01,Illia Kovanko
265863,404253,D & Y AUTO TRANSPORT INC,150,750,4/25/2026 16:01,Illia Kovanko
263877,400750,AMERICAN LOGISTICS PRIME LINE INC,285,1160,4/25/2026 16:11,Illia Kovanko
263877,403117,AMERICAN LOGISTICS PRIME LINE INC,55,930,4/25/2026 16:11,Illia Kovanko
265747,404161,TB2 EXPRESS CORP,200,650,4/25/2026 16:28,Liza Kolodii
264461,401782,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
264461,401787,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
264461,401789,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
264461,401791,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
264461,404299,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
264461,404301,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
264461,404798,DHARMA EXPRESS LLC,15,245,4/25/2026 16:41,Illia Kovanko
265519,403550,CLEVELAND AUTO TRANSPORT LLC,225,825,4/25/2026 17:33,Illia Kovanko
264979,402704,MILIVA INC,-105,1045,4/25/2026 17:41,Illia Kovanko
265957,404567,AMERICAN TRANSPORT LOGISTICS LLC,0,650,4/25/2026 17:48,Illia Kovanko
266468,405754,MECHANICAL TRANSPORT SERVICES LLC,0,235,4/25/2026 17:50,Ryan Glover
266468,405755,MECHANICAL TRANSPORT SERVICES LLC,0,235,4/25/2026 17:50,Ryan Glover
