Load,Vehicle,Carrier,Net Revenue,Gross revenue,Actual Delivery Date,Carrier Assigned By
266174,405181,JJS HAULING LLC,75,300,4/28/2026 12:56,Rodrigo Herrera
266970,406494,MCTSPOT LLC,75,245,4/28/2026 12:57,Liza Kolodii
266970,406501,MCTSPOT LLC,75,245,4/28/2026 12:57,Liza Kolodii
266970,406502,MCTSPOT LLC,75,245,4/28/2026 12:57,Liza Kolodii
263631,396519,BY GRACE TOWING LLC,-55,195,4/28/2026 12:58,Tyson Artis
263675,400509,TB2 EXPRESS CORP,0,825,4/28/2026 13:05,Liza Kolodii
266378,405352,AMERICAN TRANSPORT LOGISTICS LLC,50,825,4/28/2026 13:14,Illia Kovanko
266378,406369,AMERICAN TRANSPORT LOGISTICS LLC,25,800,4/28/2026 13:14,Illia Kovanko
266378,407575,AMERICAN TRANSPORT LOGISTICS LLC,50,825,4/28/2026 13:14,Illia Kovanko
267123,401187,DV PANAMERICA LLC,45,395,4/28/2026 13:16,Illia Kovanko
261142,395907,KC & ZZ TRANSPORTATION LLC,0,285,4/28/2026 13:17,Ryan Glover
266642,404041,MAV TRANSPORTATION LLC,180,250,4/28/2026 13:21,Liza Kolodii
266642,405379,MAV TRANSPORTATION LLC,15,85,4/28/2026 13:21,Liza Kolodii
266642,405388,MAV TRANSPORTATION LLC,15,85,4/28/2026 13:21,Liza Kolodii
266642,405998,MAV TRANSPORTATION LLC,15,85,4/28/2026 13:21,Liza Kolodii
266642,408570,MAV TRANSPORTATION LLC,15,85,4/28/2026 13:21,Liza Kolodii
265685,404051,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
265685,404053,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
265685,404054,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
265685,404055,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
265685,404056,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
265685,404106,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
265685,408345,MAV TRANSPORTATION LLC,20,85,4/28/2026 13:21,Liza Kolodii
266943,405062,BRUKSTORE USA,-40,360,4/28/2026 13:28,Liza Kolodii
264304,401589,KC & ZZ TRANSPORTATION LLC,-15,285,4/28/2026 13:28,Ryan Glover
266134,402163,RARE EARTH LOGISTICS LLC,25,325,4/28/2026 13:32,Illia Kovanko
265885,404393,"WEST COAST CARGO, INC.",475,1875,4/28/2026 13:36,Liza Kolodii
265691,404137,HTL AUTO TRANSPORT INC,-55.34,587.5,4/28/2026 13:38,Tyson Artis
265691,404138,HTL AUTO TRANSPORT INC,-55.36,587.5,4/28/2026 13:38,Tyson Artis
265691,404139,HTL AUTO TRANSPORT INC,-55.36,587.5,4/28/2026 13:38,Tyson Artis
265691,404141,HTL AUTO TRANSPORT INC,-55.36,587.5,4/28/2026 13:38,Tyson Artis
265691,404142,HTL AUTO TRANSPORT INC,-55.36,587.5,4/28/2026 13:38,Tyson Artis
265691,404143,HTL AUTO TRANSPORT INC,-55.36,587.5,4/28/2026 13:38,Tyson Artis
265691,404144,HTL AUTO TRANSPORT INC,-55.36,587.5,4/28/2026 13:38,Tyson Artis
266249,405282,LIMA LEASE INC,1,1,4/28/2026 13:39,Illia Kovanko
266027,402987,A&A AUTOMOTIVE LLC,150,375,4/28/2026 13:40,Ryan Glover
266027,402988,A&A AUTOMOTIVE LLC,150,375,4/28/2026 13:40,Ryan Glover
266027,402989,A&A AUTOMOTIVE LLC,150,375,4/28/2026 13:40,Ryan Glover
266027,402990,A&A AUTOMOTIVE LLC,150,375,4/28/2026 13:40,Ryan Glover
266027,403694,A&A AUTOMOTIVE LLC,150,375,4/28/2026 13:40,Ryan Glover
265745,402696,DOUBLE J&K TRANSPORT LLC,-75,225,4/28/2026 13:41,Ryan Glover
266508,404172,HTL AUTO TRANSPORT INC,28.57,671.43,4/28/2026 13:43,Tyson Artis
266508,404173,HTL AUTO TRANSPORT INC,28.57,671.43,4/28/2026 13:43,Tyson Artis
266508,404174,HTL AUTO TRANSPORT INC,28.57,671.43,4/28/2026 13:43,Tyson Artis
266508,404175,HTL AUTO TRANSPORT INC,28.57,671.43,4/28/2026 13:43,Tyson Artis
266508,404176,HTL AUTO TRANSPORT INC,28.57,671.43,4/28/2026 13:43,Tyson Artis
266508,404177,HTL AUTO TRANSPORT INC,28.58,671.43,4/28/2026 13:43,Tyson Artis
266508,404178,HTL AUTO TRANSPORT INC,28.57,671.42,4/28/2026 13:43,Tyson Artis
265171,403083,NR TRAVEL CORPORATION,-155,415,4/28/2026 13:54,Liza Kolodii
266862,406161,MOV MY CAR LLC,-30.85,140,4/28/2026 13:55,Rodrigo Herrera
266862,406176,MOV MY CAR LLC,204.17,375,4/28/2026 13:55,Rodrigo Herrera
266862,406565,MOV MY CAR LLC,-30.83,140,4/28/2026 13:55,Rodrigo Herrera
266862,406896,MOV MY CAR LLC,-30.83,140,4/28/2026 13:55,Rodrigo Herrera
266862,407227,MOV MY CAR LLC,-30.83,140,4/28/2026 13:55,Rodrigo Herrera
266862,407230,MOV MY CAR LLC,-30.83,140,4/28/2026 13:55,Rodrigo Herrera
267404,407350,LG EXPRESS INC,70,150,4/28/2026 13:59,Liza Kolodii
267238,407242,ALGA FREIGHT COMPANY,100,500,4/28/2026 14:01,Illia Kovanko
267238,407243,ALGA FREIGHT COMPANY,100,500,4/28/2026 14:01,Illia Kovanko
267238,407244,ALGA FREIGHT COMPANY,100,500,4/28/2026 14:01,Illia Kovanko
267238,407245,ALGA FREIGHT COMPANY,100,500,4/28/2026 14:01,Illia Kovanko
267238,407246,ALGA FREIGHT COMPANY,100,500,4/28/2026 14:01,Illia Kovanko
266821,398574,LG EXPRESS INC,65,165,4/28/2026 14:11,Liza Kolodii
266821,406019,LG EXPRESS INC,65,165,4/28/2026 14:11,Liza Kolodii
266821,406021,LG EXPRESS INC,65,165,4/28/2026 14:11,Liza Kolodii
265602,403777,LG EXPRESS INC,65,165,4/28/2026 14:13,Liza Kolodii
265602,403779,LG EXPRESS INC,65,165,4/28/2026 14:13,Liza Kolodii
265602,403784,LG EXPRESS INC,65,165,4/28/2026 14:13,Liza Kolodii
265602,403810,LG EXPRESS INC,150,350,4/28/2026 14:13,Liza Kolodii
262493,398423,RND SAFE CARGO INC,-86.66,580,4/28/2026 14:19,Illia Kovanko
262493,398424,RND SAFE CARGO INC,-86.67,580,4/28/2026 14:19,Illia Kovanko
262493,398425,RND SAFE CARGO INC,-86.67,580,4/28/2026 14:19,Illia Kovanko
263845,400692,VB AUTO GROUP INC,265,1565,4/28/2026 14:21,Liza Kolodii
266579,405524,OSCAR ANTONIO ABRIGO,15,75,4/28/2026 14:23,Rodrigo Herrera
266579,405525,OSCAR ANTONIO ABRIGO,15,75,4/28/2026 14:23,Rodrigo Herrera
264683,402220,LADA TRANS INC,0,600,4/28/2026 14:29,Liza Kolodii
266332,405349,RND SAFE CARGO INC,50,725,4/28/2026 14:39,Illia Kovanko
265591,403818,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
265591,404100,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
265591,404886,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
265591,404910,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
265591,406023,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
265591,406029,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
265591,406030,LG EXPRESS INC,30,150,4/28/2026 14:44,Liza Kolodii
263104,399289,VVS GROUP INC,-160,415,4/28/2026 14:45,Illia Kovanko
265544,399606,GEOSUN CORP,-110,440,4/28/2026 14:50,Liza Kolodii
267458,407531,DEWAYNE WALKER,5,80,4/28/2026 14:51,Tyson Artis
267458,407532,DEWAYNE WALKER,5,80,4/28/2026 14:51,Tyson Artis
267458,407534,DEWAYNE WALKER,5,80,4/28/2026 14:51,Tyson Artis
265337,403472,GQ LINE LLC,-75,375,4/28/2026 14:56,Illia Kovanko
267608,407692,SG3 SERVICE INC,12,112,4/28/2026 14:59,Rodrigo Herrera
267608,407702,SG3 SERVICE INC,12,112,4/28/2026 14:59,Rodrigo Herrera
267608,407703,SG3 SERVICE INC,12,112,4/28/2026 14:59,Rodrigo Herrera
267050,406530,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406531,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406532,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406533,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406534,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406537,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406539,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
267050,406541,PERFORMANCE TRANSPORT LLC,10,85,4/28/2026 15:10,Rodrigo Herrera
266771,405436,JRO TRANSPORT LLC,45,170,4/28/2026 15:21,Rodrigo Herrera
266771,405437,JRO TRANSPORT LLC,45,170,4/28/2026 15:21,Rodrigo Herrera
266771,406222,JRO TRANSPORT LLC,45,170,4/28/2026 15:21,Rodrigo Herrera
267075,406406,APRIL & RUDY'S TRANSPORT LLC,5,125,4/28/2026 15:22,Rodrigo Herrera
266787,405761,MAV TRANSPORTATION LLC,30,95,4/28/2026 15:22,Liza Kolodii
267365,407370,VVS GROUP INC,15,1115,4/28/2026 15:24,Illia Kovanko
266143,406027,DAJANI AUTO HAULERS INC,135,225,4/28/2026 15:35,Liza Kolodii
266143,406034,DAJANI AUTO HAULERS INC,15,70,4/28/2026 15:35,Liza Kolodii
266143,406038,DAJANI AUTO HAULERS INC,15,70,4/28/2026 15:35,Liza Kolodii
266143,406060,DAJANI AUTO HAULERS INC,15,70,4/28/2026 15:35,Liza Kolodii
266143,406503,DAJANI AUTO HAULERS INC,15,70,4/28/2026 15:35,Liza Kolodii
266932,406437,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:36,Liza Kolodii
266932,406464,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:36,Liza Kolodii
266932,406474,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:36,Liza Kolodii
266932,406477,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:36,Liza Kolodii
266931,406457,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:37,Liza Kolodii
266931,406459,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:37,Liza Kolodii
266931,406471,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:37,Liza Kolodii
266931,406475,DAJANI AUTO HAULERS INC,25,80,4/28/2026 15:37,Liza Kolodii
260004,392475,Y & J AUTO LLC,-35,415,4/28/2026 15:38,Illia Kovanko
267719,403146,LG EXPRESS INC,45,125,4/28/2026 15:46,Liza Kolodii
267719,403155,LG EXPRESS INC,45,125,4/28/2026 15:46,Liza Kolodii
267719,407123,LG EXPRESS INC,45,125,4/28/2026 15:46,Liza Kolodii
267719,407124,LG EXPRESS INC,45,125,4/28/2026 15:46,Liza Kolodii
267719,407151,LG EXPRESS INC,45,125,4/28/2026 15:46,Liza Kolodii
265453,403568,DV PANAMERICA LLC,0,750,4/28/2026 15:49,Illia Kovanko
267216,406904,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 15:50,Rodrigo Herrera
267216,406922,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 15:50,Rodrigo Herrera
267216,406936,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 15:50,Rodrigo Herrera
266676,403045,SUPER-SET TRANSPORT LLC,-37.5,200,4/28/2026 15:59,Tyson Artis
266676,406678,SUPER-SET TRANSPORT LLC,-37.5,200,4/28/2026 15:59,Tyson Artis
266929,406438,BLACK PROOF INC,15,85,4/28/2026 16:00,Liza Kolodii
266929,406440,BLACK PROOF INC,15,85,4/28/2026 16:00,Liza Kolodii
266929,406445,BLACK PROOF INC,15,85,4/28/2026 16:00,Liza Kolodii
266929,406446,BLACK PROOF INC,15,85,4/28/2026 16:00,Liza Kolodii
266929,406468,BLACK PROOF INC,15,85,4/28/2026 16:00,Liza Kolodii
266929,406484,BLACK PROOF INC,15,85,4/28/2026 16:00,Liza Kolodii
267218,406559,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 16:01,Rodrigo Herrera
267218,407182,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 16:01,Rodrigo Herrera
267218,407189,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 16:01,Rodrigo Herrera
267126,406742,FEDERAL AUTO TRANSPORT LLC,10,150,4/28/2026 16:05,Tyson Artis
267126,406743,FEDERAL AUTO TRANSPORT LLC,10,150,4/28/2026 16:05,Tyson Artis
267126,406744,FEDERAL AUTO TRANSPORT LLC,10,150,4/28/2026 16:05,Tyson Artis
267126,406745,FEDERAL AUTO TRANSPORT LLC,10,150,4/28/2026 16:05,Tyson Artis
267126,406746,FEDERAL AUTO TRANSPORT LLC,10,150,4/28/2026 16:05,Tyson Artis
265530,401353,EBASH TOWING LLC,155,370,4/28/2026 16:15,Tyson Artis
265524,399450,EBASH TOWING LLC,155,370,4/28/2026 16:17,Tyson Artis
266846,404853,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
266846,404864,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
266846,404868,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
266846,404883,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
266846,404893,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
266846,405392,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
266846,406011,LG EXPRESS INC,10,100,4/28/2026 16:26,Liza Kolodii
267660,407694,ZODERIC FARMER,-6.66,155,4/28/2026 16:28,Rodrigo Herrera
267660,407697,ZODERIC FARMER,-6.67,155,4/28/2026 16:28,Rodrigo Herrera
267660,407711,ZODERIC FARMER,-6.67,155,4/28/2026 16:28,Rodrigo Herrera
267948,408049,F&M LOGISTICS LLC,0,200,4/28/2026 16:28,Tyson Artis
267910,407631,BELTRAN & BAEZ ENTERPRISES LLC,30,180,4/28/2026 16:46,Rodrigo Herrera
267910,407632,BELTRAN & BAEZ ENTERPRISES LLC,30,180,4/28/2026 16:46,Rodrigo Herrera
267910,407633,BELTRAN & BAEZ ENTERPRISES LLC,30,180,4/28/2026 16:46,Rodrigo Herrera
267771,405373,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267771,407830,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267771,407841,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267771,407844,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267771,407845,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267771,407846,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267771,407847,MAV TRANSPORTATION LLC,20,85,4/28/2026 17:00,Liza Kolodii
267483,407529,DEWAYNE WALKER,5,80,4/28/2026 17:01,Tyson Artis
267483,407530,DEWAYNE WALKER,5,80,4/28/2026 17:01,Tyson Artis
265003,399782,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,402893,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,402897,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,402932,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,402941,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,403938,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,403955,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,406163,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
265003,406935,FALCON WAY INC,15,85,4/28/2026 17:01,Rodrigo Herrera
263549,400283,GLOBEKS CORP,-135,415,4/28/2026 17:02,Illia Kovanko
266577,405520,OSCAR ANTONIO ABRIGO,15,75,4/28/2026 17:25,Rodrigo Herrera
266577,405523,OSCAR ANTONIO ABRIGO,15,75,4/28/2026 17:25,Rodrigo Herrera
261674,397117,R G MOTORS TRANSPORT LLC,-183.34,400,4/28/2026 17:30,Illia Kovanko
261674,397118,R G MOTORS TRANSPORT LLC,-183.33,400,4/28/2026 17:30,Illia Kovanko
261674,397119,R G MOTORS TRANSPORT LLC,-183.33,400,4/28/2026 17:30,Illia Kovanko
261674,397120,R G MOTORS TRANSPORT LLC,-183.34,400,4/28/2026 17:30,Illia Kovanko
261674,397121,R G MOTORS TRANSPORT LLC,-183.33,400,4/28/2026 17:30,Illia Kovanko
261674,397122,R G MOTORS TRANSPORT LLC,-183.33,400,4/28/2026 17:30,Illia Kovanko
265730,404134,LADA TRANS INC,-25,275,4/28/2026 17:31,Liza Kolodii
264583,401800,FINISH ON TOP TRUCKING LLC,-250,450,4/28/2026 17:35,Illia Kovanko
264180,400687,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
264180,403228,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
264180,404300,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
264180,406155,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
264180,406556,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
264180,406788,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
264180,406912,CTX AUTO TRANSPORT LLC,-10,115,4/28/2026 17:38,Rodrigo Herrera
265986,404660,APRIL & RUDY'S TRANSPORT LLC,-47.5,200,4/28/2026 17:38,Rodrigo Herrera
265986,406507,APRIL & RUDY'S TRANSPORT LLC,-77.5,170,4/28/2026 17:38,Rodrigo Herrera
267392,406981,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406989,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406992,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406993,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406994,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406996,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406997,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,406998,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
267392,407008,GEORGE FARMER TRUCKING LLC,20,100,4/28/2026 17:40,Tyson Artis
265791,404255,QUICK CAR HAULER LLC,72.5,560,4/28/2026 17:43,Liza Kolodii
265791,404298,QUICK CAR HAULER LLC,72.5,560,4/28/2026 17:43,Liza Kolodii
261819,396897,ALL DAY AUTO HAULING LLC,-460,1290,4/28/2026 17:45,Illia Kovanko
264505,401877,LADA TRANS INC,-100,300,4/28/2026 17:45,Liza Kolodii
267547,407666,Z BROTHERS EXPEDITED LLC,10,190,4/28/2026 17:46,Illia Kovanko
267547,407668,Z BROTHERS EXPEDITED LLC,10,190,4/28/2026 17:46,Illia Kovanko
267547,407669,Z BROTHERS EXPEDITED LLC,10,190,4/28/2026 17:46,Illia Kovanko
267547,407670,Z BROTHERS EXPEDITED LLC,10,190,4/28/2026 17:46,Illia Kovanko
267547,407671,Z BROTHERS EXPEDITED LLC,10,190,4/28/2026 17:46,Illia Kovanko
266893,404186,Z BROTHERS EXPEDITED LLC,-28.57,671.43,4/28/2026 17:51,Illia Kovanko
266893,404187,Z BROTHERS EXPEDITED LLC,-28.57,671.43,4/28/2026 17:51,Illia Kovanko
266893,404188,Z BROTHERS EXPEDITED LLC,-28.57,671.43,4/28/2026 17:51,Illia Kovanko
266893,404189,Z BROTHERS EXPEDITED LLC,-28.57,671.43,4/28/2026 17:51,Illia Kovanko
266893,404190,Z BROTHERS EXPEDITED LLC,-28.57,671.43,4/28/2026 17:51,Illia Kovanko
266893,404191,Z BROTHERS EXPEDITED LLC,-28.57,671.43,4/28/2026 17:51,Illia Kovanko
266893,404216,Z BROTHERS EXPEDITED LLC,-28.58,671.42,4/28/2026 17:51,Illia Kovanko
266335,402221,AGR CARGO LLC,20,750,4/28/2026 17:58,Illia Kovanko
266335,404983,AGR CARGO LLC,20,750,4/28/2026 17:58,Illia Kovanko
267206,407180,AMBROS MONTES SERVICES LLC,20,75,4/28/2026 18:01,Rodrigo Herrera
267206,407181,AMBROS MONTES SERVICES LLC,20,75,4/28/2026 18:01,Rodrigo Herrera
267329,407387,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407388,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407389,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407390,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407391,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407392,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407393,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407394,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
267329,407395,AUTO LOGISTIC TRANSPORT,40,180,4/28/2026 18:07,Rodrigo Herrera
264914,402743,LADA TRANS INC,-90,410,4/28/2026 18:07,Liza Kolodii
264914,402761,LADA TRANS INC,-90,410,4/28/2026 18:07,Liza Kolodii
262102,397760,TOWING COMPANY USED,200,650,4/28/2026 18:08,Illia Kovanko
267174,406820,DTM AUTO GROUP LLC,100,500,4/28/2026 18:13,Illia Kovanko
266934,406426,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:16,Liza Kolodii
266934,406450,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:16,Liza Kolodii
266934,406451,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:16,Liza Kolodii
266934,406482,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:16,Liza Kolodii
267229,407087,DAJANI AUTO HAULERS INC,15,70,4/28/2026 18:21,Liza Kolodii
267229,407095,DAJANI AUTO HAULERS INC,15,70,4/28/2026 18:21,Liza Kolodii
267229,407102,DAJANI AUTO HAULERS INC,15,70,4/28/2026 18:21,Liza Kolodii
267229,407111,DAJANI AUTO HAULERS INC,15,70,4/28/2026 18:21,Liza Kolodii
267229,407155,DAJANI AUTO HAULERS INC,15,70,4/28/2026 18:21,Liza Kolodii
266933,406442,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:23,Liza Kolodii
266933,406449,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:23,Liza Kolodii
266933,406452,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:23,Liza Kolodii
266933,406455,DAJANI AUTO HAULERS INC,25,80,4/28/2026 18:23,Liza Kolodii
267966,402835,SG3 SERVICE INC,10,75,4/28/2026 18:26,Rodrigo Herrera
267966,403210,SG3 SERVICE INC,10,75,4/28/2026 18:26,Rodrigo Herrera
267966,403232,SG3 SERVICE INC,10,75,4/28/2026 18:26,Rodrigo Herrera
266839,406014,J MACK'S TRUCKING LLC,15,85,4/28/2026 18:38,Liza Kolodii
266839,406024,J MACK'S TRUCKING LLC,15,85,4/28/2026 18:38,Liza Kolodii
266839,406031,J MACK'S TRUCKING LLC,15,85,4/28/2026 18:38,Liza Kolodii
266839,406061,J MACK'S TRUCKING LLC,15,85,4/28/2026 18:38,Liza Kolodii
266839,406460,J MACK'S TRUCKING LLC,15,85,4/28/2026 18:38,Liza Kolodii
265832,404198,V&S GROUP LLC,-25,725,4/28/2026 18:39,Illia Kovanko
267909,408186,ALONSO'S EXPRESS TRANSPORT LLC,60,260,4/28/2026 18:41,Rodrigo Herrera
266793,405997,GUERRERO 1 LOGISTICS INC,20,80,4/28/2026 18:41,Liza Kolodii
266793,406071,GUERRERO 1 LOGISTICS INC,20,80,4/28/2026 18:41,Liza Kolodii
266793,406081,GUERRERO 1 LOGISTICS INC,20,80,4/28/2026 18:41,Liza Kolodii
266593,403388,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
266593,403396,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
266593,403399,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
266593,403401,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
266593,403403,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
266593,403404,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
266593,403406,BOMBINO MACHIN CORP,75,225,4/28/2026 18:43,Rodrigo Herrera
257200,388692,ROCKING J TRANSPORT LLC,-355,375,4/28/2026 18:47,Ryan Glover
267514,406882,CTX AUTO TRANSPORT LLC,15,85,4/28/2026 18:51,Rodrigo Herrera
267514,406902,CTX AUTO TRANSPORT LLC,55,275,4/28/2026 18:51,Rodrigo Herrera
267514,407202,CTX AUTO TRANSPORT LLC,15,85,4/28/2026 18:51,Rodrigo Herrera
267514,407206,CTX AUTO TRANSPORT LLC,55,275,4/28/2026 18:51,Rodrigo Herrera
267514,407436,CTX AUTO TRANSPORT LLC,25,95,4/28/2026 18:51,Rodrigo Herrera
267514,407698,CTX AUTO TRANSPORT LLC,15,85,4/28/2026 18:51,Rodrigo Herrera
267514,407699,CTX AUTO TRANSPORT LLC,15,85,4/28/2026 18:51,Rodrigo Herrera
267514,407709,CTX AUTO TRANSPORT LLC,15,85,4/28/2026 18:51,Rodrigo Herrera
267624,407578,WS-TRANSPORT LLC,125,375,4/28/2026 19:03,Rodrigo Herrera
267624,407582,WS-TRANSPORT LLC,125,375,4/28/2026 19:03,Rodrigo Herrera
268254,408441,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408448,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408466,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408488,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408515,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408518,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408521,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408668,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
268254,408848,LG EXPRESS INC,30,100,4/28/2026 19:06,Liza Kolodii
263108,399479,V&S GROUP LLC,-220,530,4/28/2026 19:08,Illia Kovanko
263108,402238,V&S GROUP LLC,75,825,4/28/2026 19:08,Illia Kovanko
261243,396071,EDWARDS ELITE TRANSPORTATION CORP,195,1445,4/28/2026 19:10,Tyson Artis
261243,396072,EDWARDS ELITE TRANSPORTATION CORP,195,1445,4/28/2026 19:10,Tyson Artis
261243,396073,EDWARDS ELITE TRANSPORTATION CORP,195,1445,4/28/2026 19:10,Tyson Artis
